GeneID,Phylostrata,EnsemblID,Entrez
PEX1,2,ENSG00000127980,5189
PEX1,2,ENSGALG00010004952,420554
PEX10,2,ENSGALG00010020019,419396
PEX10,2,ENSG00000157911,5192
PEX11A,8,ENSGALG00010019867,415486
PEX11A,8,ENSG00000166821,8800
PEX11B,2,ENSG00000131779,8799
PEX11B,2,ENSGALG00010027423,112530296
PEX11G,4,ENSGALG00010027236,420131
PEX11G,4,ENSG00000104883,92960
PEX12,2,ENSG00000108733,5193
PEX12,2,ENSGALG00010029627,417526
PEX13,2,ENSGALG00010019087,421197
PEX13,2,ENSG00000162928,5194
PEX14,2,ENSG00000142655,5195
PEX14,2,ENSGALG00010016774,771421
PEX16,2,ENSG00000121680,9409
PEX19,2,ENSGALG00010028474,107049500
PEX19,2,ENSG00000162735,5824
PEX2,2,ENSG00000164751,5828
PEX2,2,ENSGALG00010003261,420192
PEX3,2,ENSG00000034693,8504
PEX5,2,ENSGALG00010023800,418299
PEX5,2,ENSG00000288217,5830
PEX5L,8,ENSG00000114757,51555
PEX5L,8,ENSDARG00000022518,557009
PEX5L,8,ENSGALG00010018055,429155
PEX6,2,ENSG00000124587,5190
PEX6,2,ENSGALG00010019042,416709
PEX7,2,ENSGALG00010005336,421687
PEX7,2,ENSG00000112357,5191
PF4,13,ENSG00000163737,5196
PF4V1,14,ENSG00000109272,5197
PFAS,1,ENSG00000178921,5198
PFDN1,2,ENSGALG00010008750,416142
PFDN1,2,ENSG00000113068,5201
PFDN2,2,ENSGALG00010028030,121107545
PFDN2,2,ENSG00000143256,5202
PFDN4,2,ENSG00000101132,5203
PFDN4,2,ENSGALG00010015141,419337
PFDN5,1,ENSG00000291834,5204
PFDN5,1,ENSGALG00010024558,100859376
PFDN6,1,ENSG00000237335,10471
PFDN6,1,ENSGALG00010000166,107050614
PFKFB1,1,ENSG00000158571,5207
PFKFB1,1,ENSGALG00010000402,415906
PFKFB2,1,ENSG00000123836,5208
PFKFB2,1,ENSGALG00010027888,419850
PFKFB3,1,ENSG00000170525,5209
PFKFB3,1,ENSGALG00010006245,418247
PFKFB4,1,ENSGALG00010028114,100859653
PFKFB4,1,ENSG00000114268,5210
PFKL,1,ENSGALG00010024610,769850
PFKL,1,ENSG00000141959,5211
PFKM,1,ENSG00000152556,5213
PFKM,1,ENSGALG00010024547,374064
PFKP,1,ENSG00000067057,5214
PFKP,1,ENSGALG00010005472,428411
PFN1,11,ENSG00000108518,5216
PFN2,8,ENSGALG00010001115,771904
PFN2,8,ENSG00000070087,5217
PFN3,9,ENSGALG00010019052,428564
PFN3,9,ENSG00000196570,345456
PFN4,2,ENSG00000176732,375189
PFN4,2,ENSGALG00010008696,421977
PGA3,2,ENSGALG00010027352,395926
PGA3,2,ENSG00000229859,643834
PGA4,2,ENSG00000229183,128966586
PGAM1,1,ENSG00000171314,5223
PGAM1,1,ENSGALG00010020714,428969
PGAM2,1,ENSG00000164708,5224
PGAM5,2,ENSG00000247077,192111
PGAM5,2,ENSGALG00010021069,416789
PGAP1,5,ENSG00000197121,80055
PGAP2,5,ENSG00000148985,27315
PGAP2,5,ENSGALG00010003166,100859632
PGAP3,2,ENSG00000161395,93210
PGAP3,2,ENSGALG00010024419,431201
PGBD1,6,ENSG00000137338,84547
PGBD2,5,ENSG00000185220,267002
PGBD4,5,ENSG00000182405,161779
PGBD5,6,ENSGALG00010006966,421541
PGBD5,6,ENSG00000177614,79605
PGC,9,ENSGALG00010026427,395690
PGC,9,ENSG00000096088,5225
PGD,1,ENSGALG00010016724,419450
PGD,1,ENSG00000142657,5226
PGF,8,ENSG00000119630,5228
PGF,8,ENSGALG00010006107,771832
PGK1,1,ENSG00000102144,5230
PGK2,1,ENSGALG00010013767,395833
PGK2,1,ENSG00000170950,5232
PGLS,1,ENSG00000130313,25796
PGLS,1,ENSGALG00010002917,430442
PGLYRP1,1,ENSG00000008438,8993
PGLYRP2,1,ENSG00000161031,114770
PGLYRP2,1,ENSGALG00010003811,693263
PGLYRP3,6,ENSG00000159527,114771
PGLYRP4,6,ENSG00000163218,57115
PGM1,1,ENSG00000079739,5236
PGM1,1,ENSGALG00010024350,424691
PGM2,1,ENSG00000169299,55276
PGM2,1,ENSGALG00010015310,426435
PGM2L1,1,ENSG00000165434,283209
PGM2L1,1,ENSGALG00010001820,419052
PGM5,1,ENSG00000154330,5239
PGM5,1,ENSGALG00010011887,427215
PGP,1,ENSGALG00010018085,416559
PGP,1,ENSG00000184207,283871
PGPEP1,1,ENSG00000130517,54858
PGPEP1,1,ENSGALG00010027299,420127
PGPEP1L,1,ENSGALG00010018704,100859846
PGPEP1L,1,ENSG00000183571,145814
PGR,8,ENSGALG00010008178,396198
PGR,8,ENSG00000082175,5241
PGRMC1,2,ENSGALG00010013385,772196
PGRMC1,2,ENSG00000101856,10857
PGRMC2,2,ENSG00000164040,10424
PGRMC2,2,ENSGALG00010007942,422501
PGS1,1,ENSG00000087157,9489
PGS1,1,ENSGALG00010029294,422087
PHACTR1,4,ENSGALG00010010146,395093
PHACTR1,4,ENSG00000112137,221692
PHACTR2,5,ENSG00000112419,9749
PHACTR2,5,ENSGALG00010005618,421667
PHACTR3,8,ENSG00000087495,116154
PHACTR3,8,ENSGALG00010024545,770781
PHACTR4,8,ENSG00000204138,65979
PHACTR4,8,ENSGALG00010016925,425087
PHAX,2,ENSG00000164902,51808
PHAX,2,ENSGALG00010012574,427124
PHB,1,ENSGALG00010024398,419980
PHB2,1,ENSG00000215021,11331
PHB2,1,ENSGALG00010023490,771124
PHC1,4,ENSGALG00010022842,418252
PHC1,4,ENSG00000111752,1911
PHC2,6,ENSG00000134686,1912
PHC2,6,ENSGALG00010017685,100857390
PHEX,7,ENSG00000102174,5251
PHEX,7,ENSGALG00010003252,395777
PHF1,8,ENSG00000225553,5252
PHF1,8,ENSDARG00000057439,100334345
PHF10,4,ENSGALG00010004624,100857350
PHF10,4,ENSG00000130024,55274
PHF11,9,ENSGALG00010004083,418867
PHF11,9,ENSG00000136147,51131
PHF12,4,ENSG00000109118,57649
PHF12,4,ENSGALG00010029677,417580
PHF13,5,ENSGALG00010018933,101750144
PHF13,5,ENSG00000116273,148479
PHF19,6,ENSGALG00010027530,772213
PHF19,6,ENSG00000119403,26147
PHF2,3,ENSG00000197724,5253
PHF2,3,ENSGALG00010027692,415981
PHF20,5,ENSG00000025293,51230
PHF20,5,ENSGALG00010021881,419131
PHF20L1,3,ENSGALG00010008387,420323
PHF20L1,3,ENSG00000129292,51105
PHF21A,4,ENSG00000135365,51317
PHF21A,4,ENSGALG00010021790,423199
PHF21B,8,ENSGALG00010011895,427935
PHF21B,8,ENSG00000056487,112885
PHF21B,8,ENSDARG00000109502,101883360
PHF23,8,ENSG00000040633,79142
PHF3,2,ENSGALG00010001491,428641
PHF3,2,ENSG00000118482,23469
PHF5A,2,ENSG00000100410,84844
PHF5A,2,ENSGALG00010012765,417991
PHF6,8,ENSG00000156531,84295
PHF8,3,ENSG00000172943,23133
PHGDH,1,ENSGALG00010013380,424381
PHGDH,1,ENSG00000092621,26227
PHIP,2,ENSGALG00010003819,421854
PHIP,2,ENSG00000146247,55023
PHIP,2,ENSDARG00000015970,569727
PHKA1,4,ENSG00000067177,5255
PHKA1,4,ENSGALG00010016292,422181
PHKA2,4,ENSGALG00010003002,418612
PHKA2,4,ENSG00000044446,5256
PHKB,4,ENSGALG00010024263,415741
PHKB,4,ENSG00000102893,5257
PHKG1,5,ENSG00000164776,5260
PHKG1,5,ENSGALG00010029655,417543
PHKG2,5,ENSG00000156873,5261
PHLDA1,5,ENSGALG00010014238,107052797
PHLDA1,5,ENSG00000139289,22822
PHLDA2,8,ENSG00000274538,7262
PHLDA2,8,ENSGALG00010024128,423088
PHLDA3,8,ENSG00000174307,23612
PHLDB1,5,ENSG00000019144,23187
PHLDB1,5,ENSGALG00010024907,419790
PHLDB1,5,ENSDARG00000079378,570275
PHLDB2,5,ENSDARG00000074843,560668
PHLDB2,5,ENSGALG00010005114,418418
PHLDB2,5,ENSG00000144824,90102
PHLDB2,5,ENSDARG00000079889,570807
PHLDB3,10,ENSG00000176531,653583
PHLPP1,2,ENSDARG00000078694,100331906
PHLPP1,2,ENSG00000081913,23239
PHLPP1,2,ENSGALG00010011899,420904
PHLPP2,2,ENSG00000040199,23035
PHLPP2,2,ENSGALG00010008441,415881
PHOSPHO1,2,ENSG00000173868,162466
PHOSPHO1,2,ENSGALG00010024451,395650
PHOSPHO2,2,ENSGALG00010023663,424160
PHOSPHO2,2,ENSG00000144362,493911
PHOX2A,6,ENSG00000165462,401
PHOX2B,6,ENSG00000109132,8929
PHOX2B,6,ENSGALG00010015474,395548
PHRF1,4,ENSG00000274780,57661
PHRF1,4,ENSGALG00010023026,426102
PHRF1,4,ENSDARG00000075252,321905
PHTF1,5,ENSGALG00010027256,419878
PHTF1,5,ENSG00000116793,10745
PHYHD1,2,ENSGALG00010028589,100858951
PHYHD1,2,ENSG00000175287,254295
PHYHIP,10,ENSG00000168490,9796
PHYHIPL,6,ENSG00000165443,84457
PHYHIPL,6,ENSGALG00010010185,423603
PHYKPL,1,ENSGALG00010015182,416374
PHYKPL,1,ENSG00000175309,85007
PI15,6,ENSG00000137558,51050
PI15,6,ENSGALG00010003552,374241
PI16,2,ENSG00000164530,221476
PI3,12,ENSG00000124102,5266
PI4K2A,3,ENSG00000155252,55361
PI4K2A,3,ENSGALG00010020616,425291
PI4K2B,3,ENSGALG00010010945,422807
PI4K2B,3,ENSG00000038210,55300
PI4KA,2,ENSG00000241973,5297
PI4KA,2,ENSGALG00010024198,416767
PI4KB,2,ENSGALG00010028604,100859723
PI4KB,2,ENSG00000143393,5298
PIANP,9,ENSGALG00010021697,418282
PIANP,9,ENSG00000139200,196500
PIAS1,2,ENSG00000033800,8554
PIAS1,2,ENSGALG00010017264,427514
PIAS3,2,ENSG00000131788,10401
PIAS3,2,ENSGALG00010028748,107055114
PIAS4,8,ENSG00000105229,51588
PIAS4,8,ENSGALG00010027113,420095
PIBF1,2,ENSGALG00010000823,418820
PIBF1,2,ENSG00000083535,10464
PICK1,4,ENSGALG00010010397,418030
PICK1,4,ENSG00000100151,9463
PID1,8,ENSG00000153823,55022
PID1,8,ENSGALG00010023202,424787
PIEZO1,2,ENSDARG00000076870,567949
PIEZO1,2,ENSG00000103335,9780
PIEZO1,2,ENSGALG00010008514,415849
PIF1,2,ENSG00000140451,80119
PIF1,2,ENSGALG00010022480,429092
PIGA,1,ENSG00000165195,5277
PIGA,1,ENSGALG00010001606,418624
PIGB,2,ENSG00000069943,9488
PIGB,2,ENSGALG00010021691,100858627
PIGC,2,ENSGALG00010013609,424387
PIGC,2,ENSG00000135845,5279
PIGF,2,ENSG00000151665,5281
PIGF,2,ENSGALG00010018427,100858021
PIGG,2,ENSGALG00010012353,427290
PIGG,2,ENSG00000174227,54872
PIGH,3,ENSG00000100564,5283
PIGH,3,ENSGALG00010019891,423271
PIGK,2,ENSG00000142892,10026
PIGK,2,ENSGALG00010022435,424556
PIGL,2,ENSG00000108474,9487
PIGL,2,ENSGALG00010029732,417600
PIGM,2,ENSGALG00010010361,428583
PIGM,2,ENSG00000143315,93183
PIGN,2,ENSGALG00010012075,420908
PIGN,2,ENSG00000197563,23556
PIGO,2,ENSG00000165282,84720
PIGO,2,ENSGALG00010011523,101748924
PIGP,2,ENSG00000185808,51227
PIGP,2,ENSGALG00010013114,418517
PIGR,8,ENSG00000162896,5284
PIGR,8,ENSGALG00010027141,419848
PIGS,2,ENSG00000087111,94005
PIGS,2,ENSGALG00010029201,417571
PIGT,2,ENSDARG00000075842,556667
PIGT,2,ENSGALG00010021680,419179
PIGT,2,ENSG00000124155,51604
PIGU,2,ENSG00000101464,128869
PIGU,2,ENSGALG00010024412,419124
PIGV,2,ENSG00000060642,55650
PIGV,2,ENSGALG00010014240,771632
PIGW,2,ENSGALG00010029179,417650
PIGW,2,ENSG00000275600,284098
PIGX,2,ENSG00000163964,54965
PIGX,2,ENSGALG00010024755,424859
PIGZ,2,ENSG00000119227,80235
PIGZ,2,ENSGALG00010017154,429144
PIH1D1,2,ENSG00000104872,55011
PIH1D2,4,ENSG00000150773,120379
PIH1D2,4,ENSGALG00010025144,419795
PIK3AP1,8,ENSGALG00010023847,374268
PIK3AP1,8,ENSG00000155629,118788
PIK3C2A,2,ENSG00000011405,5286
PIK3C2A,2,ENSGALG00010023209,423070
PIK3C2B,2,ENSG00000133056,5287
PIK3C2B,2,ENSGALG00010027372,419822
PIK3C2G,2,ENSGALG00010013617,418181
PIK3C2G,2,ENSG00000139144,5288
PIK3C3,2,ENSG00000078142,5289
PIK3C3,2,ENSGALG00010009548,100857877
PIK3CA,2,ENSG00000121879,5290
PIK3CA,2,ENSGALG00010018296,424971
PIK3CB,2,ENSG00000051382,5291
PIK3CB,2,ENSGALG00010025125,424826
PIK3CD,2,ENSG00000171608,5293
PIK3CD,2,ENSGALG00010017035,419444
PIK3CG,2,ENSGALG00010009050,417706
PIK3CG,2,ENSG00000105851,5294
PIK3IP1,8,ENSG00000100100,113791
PIK3IP1,8,ENSGALG00010022695,416964
PIK3R1,4,ENSG00000145675,5295
PIK3R1,4,ENSGALG00010011922,427171
PIK3R2,4,ENSGALG00010027324,771142
PIK3R2,4,ENSG00000105647,5296
PIK3R3,4,ENSG00000117461,8503
PIK3R3,4,ENSGALG00010023309,429096
PIK3R4,2,ENSGALG00010018451,428449
PIK3R4,2,ENSG00000196455,30849
PIK3R5,7,ENSGALG00010029365,417319
PIK3R5,7,ENSG00000141506,23533
PIKFYVE,2,ENSG00000115020,200576
PILRA,12,ENSG00000085514,29992
PIM2,11,ENSG00000292210,11040
PIM3,5,ENSGALG00010008094,768655
PIM3,5,ENSG00000198355,415116
PIN1,1,ENSGALG00010002703,100859153
PIN1,1,ENSG00000127445,5300
PIN4,1,ENSG00000102309,5303
PIN4,1,ENSGALG00010015158,422134
PINK1,4,ENSGALG00010020873,425370
PINK1,4,ENSG00000158828,65018
PINX1,5,ENSGALG00010011198,422028
PINX1,5,ENSG00000284764,54984
PIP,10,ENSG00000159763,5304
PIP4K2A,2,ENSG00000150867,5305
PIP4K2A,2,ENSGALG00010004265,420504
PIP4K2B,2,ENSG00000277292,8396
PIP4K2B,2,ENSGALG00010022151,419999
PIP4K2C,8,ENSGALG00010023833,121108118
PIP4K2C,8,ENSG00000166908,79837
PIP5K1A,2,ENSG00000143398,8394
PIP5K1A,2,ENSGALG00010028871,429983
PIP5K1C,2,ENSGALG00010028113,420072
PIP5K1C,2,ENSG00000186111,23396
PIP5KL1,2,ENSG00000167103,138429
PIPOX,1,ENSG00000179761,51268
PIPOX,1,ENSGALG00010029688,771808
PIR,1,ENSG00000087842,8544
PISD,1,ENSG00000241878,23761
PISD,1,ENSGALG00010021972,416960
PITHD1,2,ENSG00000057757,57095
PITHD1,2,ENSGALG00010015180,419684
PITPNA,2,ENSGALG00010029339,100859747
PITPNA,2,ENSG00000174238,5306
PITPNB,2,ENSG00000180957,23760
PITPNB,2,ENSGALG00010023703,416912
PITPNC1,2,ENSDARG00000099260,563621
PITPNC1,2,ENSG00000154217,26207
PITPNM1,2,ENSG00000110697,9600
PITPNM2,2,ENSGALG00010024888,416830
PITPNM2,2,ENSG00000090975,57605
PITPNM3,2,ENSGALG00010029289,417684
PITPNM3,2,ENSG00000091622,83394
PITRM1,1,ENSG00000107959,10531
PITRM1,1,ENSGALG00010005485,420462
PITX1,5,ENSG00000069011,5307
PITX1,5,ENSGALG00010012790,374201
PITX2,4,ENSG00000164093,5308
PITX2,4,ENSGALG00010003740,395862
PITX3,8,ENSG00000107859,5309
PIWIL1,2,ENSGALG00010023240,416804
PIWIL1,2,ENSG00000275051,9271
PIWIL2,2,ENSG00000197181,55124
PIWIL4,2,ENSG00000134627,143689
PJA1,12,ENSG00000181191,64219
PJA2,8,ENSG00000198961,9867
PKD1,7,ENSGALG00010017973,416553
PKD1,7,ENSG00000008710,5310
PKD1L1,5,ENSG00000158683,168507
PKD1L2,4,ENSGALG00010007876,112533304
PKD1L2,4,ENSG00000292248,114780
PKD2,2,ENSG00000118762,5311
PKD2,2,ENSGALG00010003204,422585
PKD2L1,2,ENSG00000107593,9033
PKD2L1,2,ENSDARG00000022503,567026
PKDCC,5,ENSG00000162878,91461
PKDCC,5,ENSGALG00010018672,421390
PKDREJ,4,ENSG00000130943,10343
PKDREJ,4,ENSGALG00010023075,107053969
PKHD1,2,ENSGALG00010007934,422044
PKHD1,2,ENSG00000170927,5314
PKIA,9,ENSG00000171033,5569
PKIA,9,ENSGALG00010003400,396333
PKIB,12,ENSG00000135549,5570
PKIB,12,ENSGALG00010012837,769402
PKIG,8,ENSG00000168734,11142
PKIG,8,ENSGALG00010024304,419195
PKMYT1,2,ENSG00000127564,9088
PKN1,4,ENSG00000123143,5585
PKN1,4,ENSGALG00010028565,417209
PKN2,4,ENSGALG00010022983,424519
PKN2,4,ENSG00000065243,5586
PKN3,4,ENSG00000160447,29941
PKNOX1,8,ENSG00000160199,5316
PKNOX1,8,ENSGALG00010011340,418542
PKNOX2,5,ENSG00000165495,63876
PKNOX2,5,ENSGALG00010024440,374067
PKP1,8,ENSGALG00010024891,421158
PKP1,8,ENSG00000081277,5317
PKP2,8,ENSGALG00010011076,418130
PKP2,8,ENSG00000057294,5318
PKP3,8,ENSG00000184363,11187
PKP3,8,ENSGALG00010020739,422994
PKP4,4,ENSGALG00010010824,424328
PKP4,4,ENSG00000144283,8502
PLA1A,8,ENSGALG00010025182,770199
PLA1A,8,ENSG00000144837,51365
PLA2G10,4,ENSG00000276870,100652777
PLA2G10,4,ENSGALG00010020699,416425
PLA2G12A,2,ENSGALG00010003850,772082
PLA2G12A,2,ENSG00000123739,81579
PLA2G12B,8,ENSGALG00010021316,423705
PLA2G12B,8,ENSG00000138308,84647
PLA2G15,2,ENSGALG00010022886,768530
PLA2G15,2,ENSG00000103066,23659
PLA2G1B,5,ENSG00000170890,5319
PLA2G2A,5,ENSG00000188257,5320
PLA2G2A,5,ENSGALG00010020777,426748
PLA2G2C,11,ENSG00000187980,391013
PLA2G2E,9,ENSGALG00010020711,426747
PLA2G2E,9,ENSG00000188784,30814
PLA2G2F,4,ENSG00000158786,64600
PLA2G3,6,ENSG00000100078,50487
PLA2G4A,5,ENSDARG00000017141,559087
PLA2G4A,5,ENSG00000116711,5321
PLA2G4A,5,ENSGALG00010021027,396394
PLA2G4B,9,ENSG00000243708,100137049
PLA2G4C,8,ENSG00000105499,8605
PLA2G4D,9,ENSG00000159337,283748
PLA2G4E,9,ENSG00000188089,123745
PLA2G6,5,ENSG00000184381,8398
PLA2G6,5,ENSGALG00010013015,418028
PLA2G7,2,ENSG00000146070,7941
PLA2G7,2,ENSGALG00010008293,395816
PLA2R1,4,ENSG00000153246,22925
PLA2R1,4,ENSGALG00010021121,404304
PLA2R1,4,ENSDARG00000077474,100538038
PLAA,2,ENSGALG00010006465,427365
PLAA,2,ENSG00000137055,9373
PLAC1,12,ENSG00000170965,10761
PLAC8,2,ENSG00000145287,51316
PLAC8L1,8,ENSG00000173261,153770
PLAC8L1,8,ENSGALG00010003227,770777
PLAG1,8,ENSG00000181690,5324
PLAG1,8,ENSGALG00010004042,429484
PLAGL1,6,ENSGALG00010005588,769676
PLAGL1,6,ENSG00000118495,5325
PLAGL2,8,ENSGALG00010013299,100859766
PLAGL2,8,ENSG00000126003,5326
PLAT,8,ENSGALG00010017948,426791
PLAT,8,ENSG00000104368,5327
PLAU,8,ENSGALG00010021137,396424
PLAU,8,ENSG00000122861,5328
PLAUR,8,ENSG00000011422,5329
PLB1,3,ENSG00000163803,151056
PLB1,3,ENSGALG00010020006,121113187
PLBD1,2,ENSDARG00000076015,792904
PLBD1,2,ENSGALG00010011231,417967
PLBD1,2,ENSG00000121316,79887
PLBD2,2,ENSG00000151176,196463
PLBD2,2,ENSGALG00010000449,417031
PLCB1,4,ENSGALG00010018443,427687
PLCB1,4,ENSG00000182621,23236
PLCB1,4,ENSDARG00000109726,101886206
PLCB2,4,ENSGALG00010023305,423014
PLCB2,4,ENSG00000137841,5330
PLCB3,4,ENSG00000149782,5331
PLCB4,4,ENSG00000101333,5332
PLCB4,4,ENSGALG00010018418,416730
PLCB4,4,ENSDARG00000100786,100537538
PLCD3,2,ENSG00000161714,113026
PLCD3,2,ENSGALG00010023815,428279
PLCD4,2,ENSG00000115556,84812
PLCD4,2,ENSGALG00010021634,424214
PLCE1,6,ENSG00000138193,51196
PLCG1,5,ENSGALG00010022365,419175
PLCG1,5,ENSG00000124181,5335
PLCG2,5,ENSGALG00010007393,415805
PLCG2,5,ENSG00000197943,105369213
PLCH1,2,ENSDARG00000079253,566479
PLCH1,2,ENSG00000114805,23007
PLCH1,2,ENSGALG00010001333,425030
PLCH2,2,ENSDARG00000056805,560919
PLCH2,2,ENSGALG00010019834,428180
PLCH2,2,ENSG00000149527,9651
PLCL1,4,ENSGALG00010015218,424060
PLCL1,4,ENSDARG00000067676,563105
PLCL1,4,ENSG00000115896,5334
PLCXD1,8,ENSG00000292344,55344
PLCXD1,8,ENSGALG00010002601,418673
PLCXD3,2,ENSG00000182836,345557
PLCXD3,2,ENSGALG00010012497,100857889
PLCZ1,8,ENSG00000139151,89869
PLCZ1,8,ENSGALG00010013636,418182
PLD1,2,ENSG00000075651,5337
PLD1,2,ENSGALG00010014093,424986
PLD2,2,ENSDARG00000034262,565743
PLD2,2,ENSG00000129219,5338
PLD3,2,ENSG00000105223,23646
PLD3,2,ENSGALG00010008342,107049989
PLD4,2,ENSG00000166428,122618
PLD5,8,ENSGALG00010008383,421501
PLD5,8,ENSG00000180287,200150
PLD6,1,ENSGALG00010021702,107054610
PLD6,1,ENSG00000179598,201164
PLEC,4,ENSG00000178209,5339
PLEK,5,ENSG00000115956,5341
PLEK,5,ENSGALG00010017831,395669
PLEK2,7,ENSGALG00010019998,423278
PLEK2,7,ENSG00000100558,26499
PLEKHA1,7,ENSGALG00010001702,423940
PLEKHA1,7,ENSG00000107679,59338
PLEKHA2,4,ENSG00000169499,59339
PLEKHA2,4,ENSGALG00010017526,395435
PLEKHA3,6,ENSGALG00010023496,424128
PLEKHA3,6,ENSG00000116095,65977
PLEKHA4,8,ENSG00000105559,57664
PLEKHA5,8,ENSG00000052126,54477
PLEKHA5,8,ENSGALG00010013753,418183
PLEKHA6,8,ENSDARG00000020328,568764
PLEKHA6,8,ENSG00000143850,22874
PLEKHA6,8,ENSGALG00010027365,419821
PLEKHA7,7,ENSGALG00010023181,423069
PLEKHA7,7,ENSDARG00000062220,100005106
PLEKHA7,7,ENSG00000166689,144100
PLEKHA8,2,ENSGALG00010001969,420637
PLEKHA8,2,ENSG00000106086,84725
PLEKHB1,8,ENSG00000021300,58473
PLEKHB1,8,ENSGALG00010002681,419064
PLEKHB2,6,ENSGALG00010024174,424758
PLEKHB2,6,ENSG00000115762,55041
PLEKHD1,6,ENSG00000175985,400224
PLEKHD1,6,ENSDARG00000091349,100538004
PLEKHF1,9,ENSGALG00010023954,427546
PLEKHF1,9,ENSG00000166289,79156
PLEKHF2,2,ENSGALG00010012760,420234
PLEKHF2,2,ENSG00000175895,79666
PLEKHG1,5,ENSG00000120278,57480
PLEKHG1,5,ENSGALG00010005568,421632
PLEKHG2,8,ENSG00000090924,64857
PLEKHG3,8,ENSG00000126822,26030
PLEKHG4,5,ENSGALG00010021602,100859373
PLEKHG4,5,ENSG00000196155,25894
PLEKHG4B,5,ENSG00000153404,153478
PLEKHG5,4,ENSGALG00010019016,426013
PLEKHG5,4,ENSG00000171680,57449
PLEKHG6,11,ENSG00000008323,55200
PLEKHG7,4,ENSGALG00010013377,417895
PLEKHG7,4,ENSG00000187510,440107
PLEKHH1,4,ENSG00000054690,57475
PLEKHH1,4,ENSGALG00010019875,423270
PLEKHH2,4,ENSG00000152527,130271
PLEKHH2,4,ENSDARG00000040851,568304
PLEKHH2,4,ENSGALG00010020324,421399
PLEKHH3,8,ENSDARG00000070174,571341
PLEKHH3,8,ENSGALG00010021416,772127
PLEKHH3,8,ENSG00000068137,79990
PLEKHJ1,6,ENSGALG00010027885,428324
PLEKHJ1,6,ENSG00000104886,55111
PLEKHM1,8,ENSG00000277111,9842
PLEKHM1,8,ENSGALG00010026017,419939
PLEKHN1,8,ENSG00000187583,84069
PLEKHN1,8,ENSGALG00010021877,771179
PLEKHO2,8,ENSG00000241839,80301
PLEKHO2,8,ENSGALG00010019123,769198
PLEKHS1,8,ENSGALG00010019038,101750407
PLEKHS1,8,ENSG00000148735,79949
PLET1,9,ENSG00000188771,349633
PLG,2,ENSG00000122194,5340
PLGLB1,15,ENSG00000183281,5343
PLGLB2,15,ENSG00000125551,5342
PLGRKT,4,ENSG00000107020,55848
PLIN1,8,ENSG00000166819,5346
PLIN1,8,ENSGALG00010020954,415487
PLIN2,5,ENSG00000147872,123
PLIN2,5,ENSGALG00010016168,427237
PLIN3,8,ENSG00000105355,10226
PLIN4,1,ENSGALG00010027214,100857433
PLIN4,1,ENSG00000167676,729359
PLIN5,4,ENSG00000214456,440503
PLK1,2,ENSGALG00010017105,416575
PLK1,2,ENSG00000166851,5347
PLK2,2,ENSG00000145632,10769
PLK2,2,ENSDARG00000090752,100148413
PLK2,2,ENSGALG00010015163,427150
PLK3,2,ENSG00000173846,1263
PLK3,2,ENSGALG00010025734,424586
PLK4,4,ENSG00000142731,10733
PLK4,4,ENSGALG00010007879,422497
PLLP,6,ENSGALG00010022180,415650
PLLP,6,ENSG00000102934,51090
PLN,9,ENSG00000198523,5350
PLN,9,ENSGALG00010015134,396378
PLOD1,2,ENSGALG00010017542,419485
PLOD1,2,ENSG00000083444,5351
PLOD2,2,ENSG00000152952,5352
PLOD2,2,ENSGALG00010016915,424882
PLOD3,2,ENSG00000106397,8985
PLP1,8,ENSGALG00010016496,396214
PLP1,8,ENSG00000123560,5354
PLP2,8,ENSG00000102007,5355
PLP2,8,ENSGALG00010001870,112530337
PLRG1,2,ENSG00000171566,5356
PLRG1,2,ENSGALG00010014918,422401
PLS1,2,ENSG00000120756,5357
PLS1,2,ENSGALG00010015774,396291
PLS3,2,ENSG00000102024,5358
PLS3,2,ENSGALG00010018752,422222
PLSCR1,2,ENSG00000188313,5359
PLSCR1,2,ENSGALG00010016973,424883
PLSCR2,6,ENSG00000163746,57047
PLSCR4,11,ENSG00000114698,57088
PLSCR5,10,ENSGALG00010016979,424884
PLSCR5,10,ENSG00000231213,389158
PLTP,8,ENSGALG00010016006,428164
PLTP,8,ENSG00000100979,5360
PLVAP,10,ENSG00000130300,83483
PLXDC1,11,ENSGALG00010026681,771862
PLXDC1,11,ENSG00000161381,57125
PLXDC2,4,ENSGALG00010005966,420511
PLXDC2,4,ENSG00000120594,84898
PLXNA1,4,ENSG00000114554,5361
PLXNA1,4,ENSGALG00010022196,416030
PLXNA2,4,ENSGALG00010027186,419857
PLXNA2,4,ENSG00000076356,5362
PLXNA3,4,ENSG00000130827,55558
PLXNA4,4,ENSG00000221866,91584
PLXNA4,4,ENSGALG00010005333,427941
PLXNB1,4,ENSDARG00000075821,561012
PLXNB1,4,ENSG00000164050,5364
PLXNB2,4,ENSG00000196576,23654
PLXNB2,4,ENSGALG00010001220,425938
PLXNB3,4,ENSGALG00010021420,100859325
PLXNB3,4,ENSG00000198753,5365
PLXNC1,8,ENSG00000136040,10154
PLXNC1,8,ENSGALG00010010512,417901
PLXNC1,8,ENSDARG00000015278,562273
PLXND1,4,ENSG00000004399,23129
PLXND1,4,ENSGALG00010019208,416124
PM20D1,1,ENSG00000162877,148811
PM20D1,1,ENSGALG00010027079,419838
PM20D2,1,ENSG00000146281,135293
PM20D2,1,ENSGALG00010003431,421816
PMAIP1,15,ENSG00000141682,5366
